N,K,Min Ratio,Average Ratio,Max Ratio,Min Time,Average Time,Max Time,Standard Deviation (Ratio),Standard Deviation (Time)
20,5,1.121,1.121,1.121,0.004,0.004,0.004,0.000,0.000
20,5,1.144,1.144,1.144,0.004,0.004,0.004,0.000,0.000
20,5,1.495,1.495,1.495,0.004,0.004,0.004,0.000,0.000
20,5,1.191,1.191,1.191,0.004,0.004,0.004,0.000,0.000
20,5,1.178,1.178,1.178,0.004,0.004,0.004,0.000,0.000
20,5,1.236,1.236,1.236,0.004,0.004,0.004,0.000,0.000
20,5,1.170,1.170,1.170,0.004,0.004,0.004,0.000,0.000
20,5,1.232,1.232,1.232,0.004,0.004,0.004,0.000,0.000
20,5,1.101,1.101,1.101,0.010,0.010,0.010,0.000,0.000
20,5,1.059,1.059,1.059,0.008,0.008,0.008,0.000,0.000
20,5,1.036,1.036,1.036,0.004,0.004,0.004,0.000,0.000
20,5,1.309,1.309,1.309,0.004,0.004,0.004,0.000,0.000
20,5,1.202,1.202,1.202,0.005,0.005,0.005,0.000,0.000
20,6,1.041,1.041,1.041,0.004,0.004,0.004,0.000,0.000
20,6,1.103,1.103,1.103,0.004,0.004,0.004,0.000,0.000
20,6,1.278,1.278,1.278,0.004,0.004,0.004,0.000,0.000
20,6,1.188,1.188,1.188,0.005,0.005,0.005,0.000,0.000
20,6,1.320,1.320,1.320,0.004,0.004,0.004,0.000,0.000
20,6,1.228,1.228,1.228,0.004,0.004,0.004,0.000,0.000
20,6,1.259,1.259,1.259,0.004,0.004,0.004,0.000,0.000
20,6,1.161,1.161,1.161,0.004,0.004,0.004,0.000,0.000
20,6,1.143,1.143,1.143,0.004,0.004,0.004,0.000,0.000
20,6,1.253,1.253,1.253,0.005,0.005,0.005,0.000,0.000
20,6,1.129,1.129,1.129,0.005,0.005,0.005,0.000,0.000
20,6,1.145,1.145,1.145,0.004,0.004,0.004,0.000,0.000
20,6,1.247,1.247,1.247,0.004,0.004,0.004,0.000,0.000
20,6,1.092,1.092,1.092,0.004,0.004,0.004,0.000,0.000
20,6,1.120,1.120,1.120,0.004,0.004,0.004,0.000,0.000
20,6,1.219,1.219,1.219,0.004,0.004,0.004,0.000,0.000
20,6,1.040,1.040,1.040,0.004,0.004,0.004,0.000,0.000
20,6,1.231,1.231,1.231,0.004,0.004,0.004,0.000,0.000
20,6,1.136,1.136,1.136,0.004,0.004,0.004,0.000,0.000
20,6,1.233,1.233,1.233,0.004,0.004,0.004,0.000,0.000
20,6,1.262,1.262,1.262,0.006,0.006,0.006,0.000,0.000
20,6,1.228,1.228,1.228,0.004,0.004,0.004,0.000,0.000
20,6,1.263,1.263,1.263,0.004,0.004,0.004,0.000,0.000
20,6,1.506,1.506,1.506,0.005,0.005,0.005,0.000,0.000
20,6,1.077,1.077,1.077,0.005,0.005,0.005,0.000,0.000
20,6,1.248,1.248,1.248,0.005,0.005,0.005,0.000,0.000
20,6,1.041,1.041,1.041,0.004,0.004,0.004,0.000,0.000
20,6,1.208,1.208,1.208,0.004,0.004,0.004,0.000,0.000
20,6,1.020,1.020,1.020,0.004,0.004,0.004,0.000,0.000
20,6,1.207,1.207,1.207,0.004,0.004,0.004,0.000,0.000
20,6,1.224,1.224,1.224,0.004,0.004,0.004,0.000,0.000
20,6,1.133,1.133,1.133,0.005,0.005,0.005,0.000,0.000
20,6,1.250,1.250,1.250,0.005,0.005,0.005,0.000,0.000
20,6,1.178,1.178,1.178,0.005,0.005,0.005,0.000,0.000
20,6,1.137,1.137,1.137,0.004,0.004,0.004,0.000,0.000
20,6,1.183,1.183,1.183,0.004,0.004,0.004,0.000,0.000
20,6,1.153,1.153,1.153,0.005,0.005,0.005,0.000,0.000
20,6,1.165,1.165,1.165,0.006,0.006,0.006,0.000,0.000
20,6,1.143,1.143,1.143,0.004,0.004,0.004,0.000,0.000
20,6,1.429,1.429,1.429,0.004,0.004,0.004,0.000,0.000
20,6,1.062,1.062,1.062,0.005,0.005,0.005,0.000,0.000
20,6,1.182,1.182,1.182,0.005,0.005,0.005,0.000,0.000
20,6,1.067,1.067,1.067,0.004,0.004,0.004,0.000,0.000
20,6,1.193,1.193,1.193,0.005,0.005,0.005,0.000,0.000
20,6,1.112,1.112,1.112,0.004,0.004,0.004,0.000,0.000
20,6,1.270,1.270,1.270,0.004,0.004,0.004,0.000,0.000
20,6,1.133,1.133,1.133,0.004,0.004,0.004,0.000,0.000
20,6,1.112,1.112,1.112,0.006,0.006,0.006,0.000,0.000
20,6,1.192,1.192,1.192,0.007,0.007,0.007,0.000,0.000
20,6,1.000,1.000,1.000,0.004,0.004,0.004,0.000,0.000
20,6,1.207,1.207,1.207,0.007,0.007,0.007,0.000,0.000
20,6,1.324,1.324,1.324,0.005,0.005,0.005,0.000,0.000
20,6,1.164,1.164,1.164,0.004,0.004,0.004,0.000,0.000
20,6,1.204,1.204,1.204,0.005,0.005,0.005,0.000,0.000
20,6,1.220,1.220,1.220,0.004,0.004,0.004,0.000,0.000
20,6,1.105,1.105,1.105,0.004,0.004,0.004,0.000,0.000
20,6,1.281,1.281,1.281,0.004,0.004,0.004,0.000,0.000
20,6,1.176,1.176,1.176,0.004,0.004,0.004,0.000,0.000
20,6,1.065,1.065,1.065,0.004,0.004,0.004,0.000,0.000
20,6,1.126,1.126,1.126,0.004,0.004,0.004,0.000,0.000
20,6,1.131,1.131,1.131,0.004,0.004,0.004,0.000,0.000
20,6,1.157,1.157,1.157,0.007,0.007,0.007,0.000,0.000
20,6,1.199,1.199,1.199,0.004,0.004,0.004,0.000,0.000
20,6,1.192,1.192,1.192,0.005,0.005,0.005,0.000,0.000
20,6,1.114,1.114,1.114,0.004,0.004,0.004,0.000,0.000
20,6,1.013,1.013,1.013,0.004,0.004,0.004,0.000,0.000
20,6,1.157,1.157,1.157,0.004,0.004,0.004,0.000,0.000
20,6,1.165,1.165,1.165,0.004,0.004,0.004,0.000,0.000
20,6,1.249,1.249,1.249,0.004,0.004,0.004,0.000,0.000
20,6,1.048,1.048,1.048,0.004,0.004,0.004,0.000,0.000
20,6,1.146,1.146,1.146,0.004,0.004,0.004,0.000,0.000
20,6,1.040,1.040,1.040,0.004,0.004,0.004,0.000,0.000
20,6,1.038,1.038,1.038,0.004,0.004,0.004,0.000,0.000
20,6,1.184,1.184,1.184,0.004,0.004,0.004,0.000,0.000
20,6,1.207,1.207,1.207,0.005,0.005,0.005,0.000,0.000
20,6,1.076,1.076,1.076,0.004,0.004,0.004,0.000,0.000
20,6,1.038,1.038,1.038,0.004,0.004,0.004,0.000,0.000
20,6,1.307,1.307,1.307,0.006,0.006,0.006,0.000,0.000
20,6,1.027,1.027,1.027,0.004,0.004,0.004,0.000,0.000
20,6,1.038,1.038,1.038,0.004,0.004,0.004,0.000,0.000
20,6,1.162,1.162,1.162,0.004,0.004,0.004,0.000,0.000
20,6,1.085,1.085,1.085,0.004,0.004,0.004,0.000,0.000
20,6,1.079,1.079,1.079,0.005,0.005,0.005,0.000,0.000
20,6,1.159,1.159,1.159,0.004,0.004,0.004,0.000,0.000
20,6,1.009,1.009,1.009,0.006,0.006,0.006,0.000,0.000
20,6,1.082,1.082,1.082,0.005,0.005,0.005,0.000,0.000
20,6,1.105,1.105,1.105,0.004,0.004,0.004,0.000,0.000
20,6,1.102,1.102,1.102,0.004,0.004,0.004,0.000,0.000
20,6,1.033,1.033,1.033,0.004,0.004,0.004,0.000,0.000
20,6,1.152,1.152,1.152,0.004,0.004,0.004,0.000,0.000
20,6,1.138,1.138,1.138,0.004,0.004,0.004,0.000,0.000
20,6,1.139,1.139,1.139,0.004,0.004,0.004,0.000,0.000
20,6,1.222,1.222,1.222,0.004,0.004,0.004,0.000,0.000
20,6,1.280,1.280,1.280,0.004,0.004,0.004,0.000,0.000
20,6,1.213,1.213,1.213,0.004,0.004,0.004,0.000,0.000
20,6,1.172,1.172,1.172,0.004,0.004,0.004,0.000,0.000
20,6,1.223,1.223,1.223,0.004,0.004,0.004,0.000,0.000
20,6,1.249,1.249,1.249,0.006,0.006,0.006,0.000,0.000
20,6,1.147,1.147,1.147,0.004,0.004,0.004,0.000,0.000
20,6,1.069,1.069,1.069,0.004,0.004,0.004,0.000,0.000
20,7,1.107,1.107,1.107,0.004,0.004,0.004,0.000,0.000
20,7,1.209,1.209,1.209,0.004,0.004,0.004,0.000,0.000
20,7,1.156,1.156,1.156,0.004,0.004,0.004,0.000,0.000
20,7,1.167,1.167,1.167,0.004,0.004,0.004,0.000,0.000
20,7,1.035,1.035,1.035,0.004,0.004,0.004,0.000,0.000
20,7,1.350,1.350,1.350,0.004,0.004,0.004,0.000,0.000
20,7,1.108,1.108,1.108,0.004,0.004,0.004,0.000,0.000
20,7,1.112,1.112,1.112,0.005,0.005,0.005,0.000,0.000
20,7,1.079,1.079,1.079,0.004,0.004,0.004,0.000,0.000
20,7,1.110,1.110,1.110,0.004,0.004,0.004,0.000,0.000
20,7,1.160,1.160,1.160,0.005,0.005,0.005,0.000,0.000
20,7,1.059,1.059,1.059,0.005,0.005,0.005,0.000,0.000
20,7,1.303,1.303,1.303,0.004,0.004,0.004,0.000,0.000
20,7,1.174,1.174,1.174,0.005,0.005,0.005,0.000,0.000
20,7,1.152,1.152,1.152,0.004,0.004,0.004,0.000,0.000
20,7,1.280,1.280,1.280,0.005,0.005,0.005,0.000,0.000
20,7,1.130,1.130,1.130,0.004,0.004,0.004,0.000,0.000
20,7,1.432,1.432,1.432,0.005,0.005,0.005,0.000,0.000
20,7,1.139,1.139,1.139,0.004,0.004,0.004,0.000,0.000
20,7,1.259,1.259,1.259,0.005,0.005,0.005,0.000,0.000
20,7,1.108,1.108,1.108,0.004,0.004,0.004,0.000,0.000
20,7,1.173,1.173,1.173,0.004,0.004,0.004,0.000,0.000
20,7,1.380,1.380,1.380,0.004,0.004,0.004,0.000,0.000
20,7,1.292,1.292,1.292,0.004,0.004,0.004,0.000,0.000
20,7,1.035,1.035,1.035,0.005,0.005,0.005,0.000,0.000
20,7,1.118,1.118,1.118,0.004,0.004,0.004,0.000,0.000
20,7,1.117,1.117,1.117,0.004,0.004,0.004,0.000,0.000
20,7,1.086,1.086,1.086,0.004,0.004,0.004,0.000,0.000
20,7,1.106,1.106,1.106,0.004,0.004,0.004,0.000,0.000
20,7,1.186,1.186,1.186,0.004,0.004,0.004,0.000,0.000
20,7,1.158,1.158,1.158,0.004,0.004,0.004,0.000,0.000
20,7,1.288,1.288,1.288,0.004,0.004,0.004,0.000,0.000
20,7,1.087,1.087,1.087,0.004,0.004,0.004,0.000,0.000
20,7,1.146,1.146,1.146,0.004,0.004,0.004,0.000,0.000
20,7,1.101,1.101,1.101,0.005,0.005,0.005,0.000,0.000
20,7,1.263,1.263,1.263,0.005,0.005,0.005,0.000,0.000
20,7,1.083,1.083,1.083,0.005,0.005,0.005,0.000,0.000
20,7,1.437,1.437,1.437,0.004,0.004,0.004,0.000,0.000
20,7,1.380,1.380,1.380,0.005,0.005,0.005,0.000,0.000
20,7,1.207,1.207,1.207,0.004,0.004,0.004,0.000,0.000
20,7,1.124,1.124,1.124,0.004,0.004,0.004,0.000,0.000
20,7,1.381,1.381,1.381,0.007,0.007,0.007,0.000,0.000
20,7,1.060,1.060,1.060,0.004,0.004,0.004,0.000,0.000
20,7,1.127,1.127,1.127,0.004,0.004,0.004,0.000,0.000
20,7,1.038,1.038,1.038,0.004,0.004,0.004,0.000,0.000
20,7,1.099,1.099,1.099,0.004,0.004,0.004,0.000,0.000
20,7,1.177,1.177,1.177,0.004,0.004,0.004,0.000,0.000
20,7,1.267,1.267,1.267,0.004,0.004,0.004,0.000,0.000
20,7,1.109,1.109,1.109,0.004,0.004,0.004,0.000,0.000
20,7,1.109,1.109,1.109,0.006,0.006,0.006,0.000,0.000
20,7,1.021,1.021,1.021,0.005,0.005,0.005,0.000,0.000
20,7,1.117,1.117,1.117,0.004,0.004,0.004,0.000,0.000
20,7,1.189,1.189,1.189,0.004,0.004,0.004,0.000,0.000
20,7,1.414,1.414,1.414,0.004,0.004,0.004,0.000,0.000
20,7,1.252,1.252,1.252,0.004,0.004,0.004,0.000,0.000
20,7,1.195,1.195,1.195,0.006,0.006,0.006,0.000,0.000
20,7,1.225,1.225,1.225,0.005,0.005,0.005,0.000,0.000
20,7,1.027,1.027,1.027,0.004,0.004,0.004,0.000,0.000
20,7,1.072,1.072,1.072,0.004,0.004,0.004,0.000,0.000
20,7,1.484,1.484,1.484,0.004,0.004,0.004,0.000,0.000
20,7,1.401,1.401,1.401,0.005,0.005,0.005,0.000,0.000
20,7,1.113,1.113,1.113,0.004,0.004,0.004,0.000,0.000
20,7,1.013,1.013,1.013,0.004,0.004,0.004,0.000,0.000
20,7,1.135,1.135,1.135,0.010,0.010,0.010,0.000,0.000
20,7,1.275,1.275,1.275,0.004,0.004,0.004,0.000,0.000
20,7,1.326,1.326,1.326,0.004,0.004,0.004,0.000,0.000
20,7,1.170,1.170,1.170,0.004,0.004,0.004,0.000,0.000
20,7,1.086,1.086,1.086,0.005,0.005,0.005,0.000,0.000
20,7,1.089,1.089,1.089,0.004,0.004,0.004,0.000,0.000
20,7,1.221,1.221,1.221,0.004,0.004,0.004,0.000,0.000
20,7,1.212,1.212,1.212,0.005,0.005,0.005,0.000,0.000
20,7,1.915,1.915,1.915,0.004,0.004,0.004,0.000,0.000
20,7,1.410,1.410,1.410,0.004,0.004,0.004,0.000,0.000
20,7,1.134,1.134,1.134,0.004,0.004,0.004,0.000,0.000
20,7,1.066,1.066,1.066,0.004,0.004,0.004,0.000,0.000
20,7,1.121,1.121,1.121,0.004,0.004,0.004,0.000,0.000
20,7,1.262,1.262,1.262,0.007,0.007,0.007,0.000,0.000
20,7,1.097,1.097,1.097,0.006,0.006,0.006,0.000,0.000
20,7,1.187,1.187,1.187,0.005,0.005,0.005,0.000,0.000
20,7,1.135,1.135,1.135,0.004,0.004,0.004,0.000,0.000
20,7,1.314,1.314,1.314,0.009,0.009,0.009,0.000,0.000
20,7,1.191,1.191,1.191,0.004,0.004,0.004,0.000,0.000
20,7,1.169,1.169,1.169,0.004,0.004,0.004,0.000,0.000
20,7,1.018,1.018,1.018,0.004,0.004,0.004,0.000,0.000
20,7,1.102,1.102,1.102,0.004,0.004,0.004,0.000,0.000
20,7,1.222,1.222,1.222,0.005,0.005,0.005,0.000,0.000
20,7,1.226,1.226,1.226,0.004,0.004,0.004,0.000,0.000
20,7,1.131,1.131,1.131,0.004,0.004,0.004,0.000,0.000
20,7,1.254,1.254,1.254,0.004,0.004,0.004,0.000,0.000
20,7,1.195,1.195,1.195,0.004,0.004,0.004,0.000,0.000
20,7,1.357,1.357,1.357,0.005,0.005,0.005,0.000,0.000
20,7,1.060,1.060,1.060,0.004,0.004,0.004,0.000,0.000
20,7,1.111,1.111,1.111,0.005,0.005,0.005,0.000,0.000
20,7,1.323,1.323,1.323,0.004,0.004,0.004,0.000,0.000
20,7,1.113,1.113,1.113,0.004,0.004,0.004,0.000,0.000
20,7,1.186,1.186,1.186,0.004,0.004,0.004,0.000,0.000
20,7,1.096,1.096,1.096,0.004,0.004,0.004,0.000,0.000
20,7,1.196,1.196,1.196,0.006,0.006,0.006,0.000,0.000
20,7,1.117,1.117,1.117,0.004,0.004,0.004,0.000,0.000
20,7,1.111,1.111,1.111,0.005,0.005,0.005,0.000,0.000
20,8,1.277,1.277,1.277,0.004,0.004,0.004,0.000,0.000
20,8,1.308,1.308,1.308,0.004,0.004,0.004,0.000,0.000
20,8,1.247,1.247,1.247,0.005,0.005,0.005,0.000,0.000
20,8,1.040,1.040,1.040,0.005,0.005,0.005,0.000,0.000
20,8,1.170,1.170,1.170,0.004,0.004,0.004,0.000,0.000
20,8,1.229,1.229,1.229,0.005,0.005,0.005,0.000,0.000
20,8,1.016,1.016,1.016,0.006,0.006,0.006,0.000,0.000
20,8,1.075,1.075,1.075,0.004,0.004,0.004,0.000,0.000
20,8,1.150,1.150,1.150,0.004,0.004,0.004,0.000,0.000
20,8,1.011,1.011,1.011,0.006,0.006,0.006,0.000,0.000
20,8,1.179,1.179,1.179,0.005,0.005,0.005,0.000,0.000
20,8,1.063,1.063,1.063,0.004,0.004,0.004,0.000,0.000
20,8,1.160,1.160,1.160,0.004,0.004,0.004,0.000,0.000
20,8,1.219,1.219,1.219,0.004,0.004,0.004,0.000,0.000
20,8,1.209,1.209,1.209,0.005,0.005,0.005,0.000,0.000
20,8,1.139,1.139,1.139,0.004,0.004,0.004,0.000,0.000
20,8,1.087,1.087,1.087,0.005,0.005,0.005,0.000,0.000
20,8,1.187,1.187,1.187,0.005,0.005,0.005,0.000,0.000
20,8,1.419,1.419,1.419,0.005,0.005,0.005,0.000,0.000
20,8,1.100,1.100,1.100,0.004,0.004,0.004,0.000,0.000
20,8,1.230,1.230,1.230,0.004,0.004,0.004,0.000,0.000
20,8,1.173,1.173,1.173,0.008,0.008,0.008,0.000,0.000
20,8,1.137,1.137,1.137,0.004,0.004,0.004,0.000,0.000
20,8,1.280,1.280,1.280,0.004,0.004,0.004,0.000,0.000
20,8,1.103,1.103,1.103,0.004,0.004,0.004,0.000,0.000
20,8,1.177,1.177,1.177,0.004,0.004,0.004,0.000,0.000
20,8,1.164,1.164,1.164,0.005,0.005,0.005,0.000,0.000
20,8,1.200,1.200,1.200,0.004,0.004,0.004,0.000,0.000
20,8,1.168,1.168,1.168,0.004,0.004,0.004,0.000,0.000
20,8,1.000,1.000,1.000,0.004,0.004,0.004,0.000,0.000
20,8,1.320,1.320,1.320,0.004,0.004,0.004,0.000,0.000
20,8,1.110,1.110,1.110,0.004,0.004,0.004,0.000,0.000
20,8,1.095,1.095,1.095,0.004,0.004,0.004,0.000,0.000
20,8,1.199,1.199,1.199,0.004,0.004,0.004,0.000,0.000
20,8,1.129,1.129,1.129,0.004,0.004,0.004,0.000,0.000
20,8,1.097,1.097,1.097,0.004,0.004,0.004,0.000,0.000
20,8,1.326,1.326,1.326,0.004,0.004,0.004,0.000,0.000
20,8,1.134,1.134,1.134,0.004,0.004,0.004,0.000,0.000
20,8,1.197,1.197,1.197,0.004,0.004,0.004,0.000,0.000
20,8,1.690,1.690,1.690,0.004,0.004,0.004,0.000,0.000
20,8,1.100,1.100,1.100,0.004,0.004,0.004,0.000,0.000
20,8,1.118,1.118,1.118,0.004,0.004,0.004,0.000,0.000
20,8,1.221,1.221,1.221,0.004,0.004,0.004,0.000,0.000
20,8,1.147,1.147,1.147,0.004,0.004,0.004,0.000,0.000
20,8,1.152,1.152,1.152,0.005,0.005,0.005,0.000,0.000
20,8,1.215,1.215,1.215,0.004,0.004,0.004,0.000,0.000
20,8,1.102,1.102,1.102,0.006,0.006,0.006,0.000,0.000
20,8,1.195,1.195,1.195,0.005,0.005,0.005,0.000,0.000
20,8,1.454,1.454,1.454,0.005,0.005,0.005,0.000,0.000
20,8,1.145,1.145,1.145,0.004,0.004,0.004,0.000,0.000
20,8,1.236,1.236,1.236,0.004,0.004,0.004,0.000,0.000
20,8,1.064,1.064,1.064,0.004,0.004,0.004,0.000,0.000
20,8,1.188,1.188,1.188,0.004,0.004,0.004,0.000,0.000
20,8,1.201,1.201,1.201,0.004,0.004,0.004,0.000,0.000
20,8,1.156,1.156,1.156,0.005,0.005,0.005,0.000,0.000
20,8,1.177,1.177,1.177,0.004,0.004,0.004,0.000,0.000
20,8,1.070,1.070,1.070,0.004,0.004,0.004,0.000,0.000
20,8,1.227,1.227,1.227,0.005,0.005,0.005,0.000,0.000
20,8,1.176,1.176,1.176,0.004,0.004,0.004,0.000,0.000
20,8,1.145,1.145,1.145,0.007,0.007,0.007,0.000,0.000
20,8,1.090,1.090,1.090,0.004,0.004,0.004,0.000,0.000
20,8,1.208,1.208,1.208,0.004,0.004,0.004,0.000,0.000
20,8,1.089,1.089,1.089,0.004,0.004,0.004,0.000,0.000
20,8,1.192,1.192,1.192,0.005,0.005,0.005,0.000,0.000
20,8,1.131,1.131,1.131,0.004,0.004,0.004,0.000,0.000
20,8,1.215,1.215,1.215,0.004,0.004,0.004,0.000,0.000
20,8,1.207,1.207,1.207,0.004,0.004,0.004,0.000,0.000
20,8,1.081,1.081,1.081,0.004,0.004,0.004,0.000,0.000
20,8,1.127,1.127,1.127,0.004,0.004,0.004,0.000,0.000
20,8,1.168,1.168,1.168,0.007,0.007,0.007,0.000,0.000
20,8,1.257,1.257,1.257,0.005,0.005,0.005,0.000,0.000
20,8,1.499,1.499,1.499,0.004,0.004,0.004,0.000,0.000
20,8,1.120,1.120,1.120,0.004,0.004,0.004,0.000,0.000
20,8,1.137,1.137,1.137,0.004,0.004,0.004,0.000,0.000
20,8,1.474,1.474,1.474,0.005,0.005,0.005,0.000,0.000
20,8,1.127,1.127,1.127,0.008,0.008,0.008,0.000,0.000
20,8,1.240,1.240,1.240,0.004,0.004,0.004,0.000,0.000
20,8,1.168,1.168,1.168,0.004,0.004,0.004,0.000,0.000
20,8,1.073,1.073,1.073,0.004,0.004,0.004,0.000,0.000
20,8,1.365,1.365,1.365,0.004,0.004,0.004,0.000,0.000
20,8,1.086,1.086,1.086,0.005,0.005,0.005,0.000,0.000
20,8,1.273,1.273,1.273,0.004,0.004,0.004,0.000,0.000
20,8,1.310,1.310,1.310,0.004,0.004,0.004,0.000,0.000
20,8,1.397,1.397,1.397,0.004,0.004,0.004,0.000,0.000
20,8,1.184,1.184,1.184,0.004,0.004,0.004,0.000,0.000
20,8,1.218,1.218,1.218,0.006,0.006,0.006,0.000,0.000
20,8,1.300,1.300,1.300,0.005,0.005,0.005,0.000,0.000
20,8,1.205,1.205,1.205,0.004,0.004,0.004,0.000,0.000
20,8,1.109,1.109,1.109,0.004,0.004,0.004,0.000,0.000
20,8,1.223,1.223,1.223,0.004,0.004,0.004,0.000,0.000
20,8,1.153,1.153,1.153,0.004,0.004,0.004,0.000,0.000
20,8,1.171,1.171,1.171,0.004,0.004,0.004,0.000,0.000
20,8,1.337,1.337,1.337,0.004,0.004,0.004,0.000,0.000
20,8,1.212,1.212,1.212,0.007,0.007,0.007,0.000,0.000
20,8,1.312,1.312,1.312,0.005,0.005,0.005,0.000,0.000
20,8,1.238,1.238,1.238,0.006,0.006,0.006,0.000,0.000
20,8,1.214,1.214,1.214,0.005,0.005,0.005,0.000,0.000
20,8,1.264,1.264,1.264,0.004,0.004,0.004,0.000,0.000
20,8,1.089,1.089,1.089,0.004,0.004,0.004,0.000,0.000
20,8,1.322,1.322,1.322,0.004,0.004,0.004,0.000,0.000
20,9,1.037,1.037,1.037,0.004,0.004,0.004,0.000,0.000
20,9,1.206,1.206,1.206,0.008,0.008,0.008,0.000,0.000
20,9,1.020,1.020,1.020,0.005,0.005,0.005,0.000,0.000
20,9,1.373,1.373,1.373,0.005,0.005,0.005,0.000,0.000
20,9,1.092,1.092,1.092,0.005,0.005,0.005,0.000,0.000
20,9,1.059,1.059,1.059,0.005,0.005,0.005,0.000,0.000
20,9,1.226,1.226,1.226,0.004,0.004,0.004,0.000,0.000
20,9,1.288,1.288,1.288,0.004,0.004,0.004,0.000,0.000
20,9,1.442,1.442,1.442,0.004,0.004,0.004,0.000,0.000
20,9,1.260,1.260,1.260,0.009,0.009,0.009,0.000,0.000
20,9,1.069,1.069,1.069,0.004,0.004,0.004,0.000,0.000
20,9,1.042,1.042,1.042,0.004,0.004,0.004,0.000,0.000
20,9,1.295,1.295,1.295,0.004,0.004,0.004,0.000,0.000
20,9,1.053,1.053,1.053,0.004,0.004,0.004,0.000,0.000
20,9,1.077,1.077,1.077,0.005,0.005,0.005,0.000,0.000
20,9,1.203,1.203,1.203,0.005,0.005,0.005,0.000,0.000
20,9,1.412,1.412,1.412,0.004,0.004,0.004,0.000,0.000
20,9,1.131,1.131,1.131,0.004,0.004,0.004,0.000,0.000
20,9,1.093,1.093,1.093,0.004,0.004,0.004,0.000,0.000
20,9,1.375,1.375,1.375,0.004,0.004,0.004,0.000,0.000
20,9,1.319,1.319,1.319,0.004,0.004,0.004,0.000,0.000
20,9,1.419,1.419,1.419,0.004,0.004,0.004,0.000,0.000
20,9,1.373,1.373,1.373,0.004,0.004,0.004,0.000,0.000
20,9,1.356,1.356,1.356,0.004,0.004,0.004,0.000,0.000
20,9,1.335,1.335,1.335,0.004,0.004,0.004,0.000,0.000
20,9,1.035,1.035,1.035,0.004,0.004,0.004,0.000,0.000
20,9,1.326,1.326,1.326,0.005,0.005,0.005,0.000,0.000
20,9,1.294,1.294,1.294,0.004,0.004,0.004,0.000,0.000
20,9,1.340,1.340,1.340,0.004,0.004,0.004,0.000,0.000
20,9,1.105,1.105,1.105,0.004,0.004,0.004,0.000,0.000
20,9,1.254,1.254,1.254,0.004,0.004,0.004,0.000,0.000
20,9,1.576,1.576,1.576,0.004,0.004,0.004,0.000,0.000
20,9,1.341,1.341,1.341,0.004,0.004,0.004,0.000,0.000
20,9,1.187,1.187,1.187,0.004,0.004,0.004,0.000,0.000
20,9,1.514,1.514,1.514,0.004,0.004,0.004,0.000,0.000
20,9,1.202,1.202,1.202,0.004,0.004,0.004,0.000,0.000
20,9,1.338,1.338,1.338,0.004,0.004,0.004,0.000,0.000
20,9,1.173,1.173,1.173,0.004,0.004,0.004,0.000,0.000
20,9,1.058,1.058,1.058,0.004,0.004,0.004,0.000,0.000
20,9,1.128,1.128,1.128,0.005,0.005,0.005,0.000,0.000
20,9,1.248,1.248,1.248,0.004,0.004,0.004,0.000,0.000
20,9,1.157,1.157,1.157,0.004,0.004,0.004,0.000,0.000
20,9,1.516,1.516,1.516,0.005,0.005,0.005,0.000,0.000
20,9,1.515,1.515,1.515,0.005,0.005,0.005,0.000,0.000
20,9,1.415,1.415,1.415,0.004,0.004,0.004,0.000,0.000
20,9,1.170,1.170,1.170,0.004,0.004,0.004,0.000,0.000
20,9,1.460,1.460,1.460,0.004,0.004,0.004,0.000,0.000
20,9,1.218,1.218,1.218,0.004,0.004,0.004,0.000,0.000
20,9,1.275,1.275,1.275,0.004,0.004,0.004,0.000,0.000
20,9,1.202,1.202,1.202,0.004,0.004,0.004,0.000,0.000
20,9,1.290,1.290,1.290,0.005,0.005,0.005,0.000,0.000
20,9,1.287,1.287,1.287,0.004,0.004,0.004,0.000,0.000
20,9,1.375,1.375,1.375,0.007,0.007,0.007,0.000,0.000
20,9,1.300,1.300,1.300,0.004,0.004,0.004,0.000,0.000
20,9,1.156,1.156,1.156,0.004,0.004,0.004,0.000,0.000
20,9,1.108,1.108,1.108,0.004,0.004,0.004,0.000,0.000
20,9,1.346,1.346,1.346,0.004,0.004,0.004,0.000,0.000
20,9,1.142,1.142,1.142,0.005,0.005,0.005,0.000,0.000
20,9,1.675,1.675,1.675,0.004,0.004,0.004,0.000,0.000
20,9,1.181,1.181,1.181,0.004,0.004,0.004,0.000,0.000
20,9,1.162,1.162,1.162,0.005,0.005,0.005,0.000,0.000
20,9,1.072,1.072,1.072,0.004,0.004,0.004,0.000,0.000
20,9,1.193,1.193,1.193,0.004,0.004,0.004,0.000,0.000
20,9,1.210,1.210,1.210,0.004,0.004,0.004,0.000,0.000
20,9,1.282,1.282,1.282,0.005,0.005,0.005,0.000,0.000
20,9,1.053,1.053,1.053,0.005,0.005,0.005,0.000,0.000
20,9,1.464,1.464,1.464,0.004,0.004,0.004,0.000,0.000
20,9,1.194,1.194,1.194,0.004,0.004,0.004,0.000,0.000
20,9,1.268,1.268,1.268,0.005,0.005,0.005,0.000,0.000
20,9,1.153,1.153,1.153,0.004,0.004,0.004,0.000,0.000
20,9,1.257,1.257,1.257,0.004,0.004,0.004,0.000,0.000
20,9,1.244,1.244,1.244,0.004,0.004,0.004,0.000,0.000
20,9,1.131,1.131,1.131,0.004,0.004,0.004,0.000,0.000
20,9,1.166,1.166,1.166,0.005,0.005,0.005,0.000,0.000
